isin,symbol
DE000STRA555,SBS.DE
DE000SYM9999,SY1.DE
DE000TB2V1J4,False
DE000TCAG172,False
DE000TLX1005,TLX.DE
DE000TRAT0N7,8TRA.DE
DE000TUAG000,TUI1.DE
DE000UNSE018,UN01.DE
DE000VTG9999,False
DE000VTSC017,VTSC.DE
DE000WACK012,WAC.DE
DE000WAF3001,WAF.DE
DE000WCH8881,WCH.DE
DE000WNDL300,WDL1.DE
DE000WNDL318,False
DE000ZAL1111,ZAL.DE
DE000ZDWT018,False
DE000ZEAL241,TIMA.DE
DK0010027671,NTR-B.CO
DK0010125848,RIAS-B.CO
DK0010128008,SIF.CO
DK0010129089,KLEE-B.CO
DK0010158500,PARKST-A.CO
DK0010181676,CARL-A.CO
DK0010181759,CARL-B.CO
DK0010201102,KBHL.CO
DK0010201532,LASP.CO
DK0010212224,IMAIL.CO
DK0010212570,NEWCAP.CO
DK0010213628,LUXOR-B.CO
DK0010218189,FLUG-B.CO
DK0010218429,BO.CO
DK0010219070,ROCK-A.CO
DK0010219153,ROCK-B.CO
DK0010230630,GRLA.CO
DK0010231877,SKAKO.CO
DK0010234467,FLS.CO
DK0010237643,PARKEN.CO
DK0010244425,MAERSK-A.CO
DK0010244508,MAERSK-B.CO
DK0010245661,SANI.CO
DK0010247527,GYLD-A.CO
DK0010247600,GYLD-B.CO
DK0010247956,BIF.CO
DK0010249309,GJ.CO
DK0010253764,KRE.CO
DK0010253921,SCHO.CO
DK0010255975,MTHH.CO
DK0010256197,HART.CO
DK0010258995,AGAT.CO
DK0010263722,AGF-B.CO
DK0010267129,RTX.CO
DK0010268366,COLUM.CO
DK0010270347,NORTHM.CO
DK0010271238,STRINV.CO
DK0010271584,CEMAT.CO
DK0010272202,GMAB.CO
DK0010272632,GN.CO
DK0010274414,DANSKE.CO
DK0010274844,SOLAR-B.CO
DK0010287234,LUN.CO
DK0010287663,NKT.CO
DK0010295922,SKJE.CO
DK0010304500,VJBA.CO
DK0010305077,False
DK0010307958,JYSK.CO
DK0010311471,SYDB.CO
DK0011048619,BIOPOR.CO
DK0015202451,HH.CO
DK0015205637,DANT.CO
DK0015250344,ALMB.CO
DK0015998017,BAVA.CO
DK0060014751,HARB-B.CO
DK0060030286,CBRAIN.CO
DK0060036564,SPNO.CO
DK0060038933,SIG.CO
DK0060042612,SBS.CO
DK0060055861,CHEMM.CO
DK0060056166,FFARMS.CO
DK0060079531,DSV.CO
DK0060082758,TOTA.CO
DK0060083210,DNORD.CO
DK0060083996,NORDIC.CO
DK0060093524,GERHSP.CO
DK0060093607,CPHCAP-ST.CO
DK0060094928,ORSTED.CO
DK0060124691,GABR.CO
DK0060133841,MNBA.CO
DK0060135978,HVID.CO
DK0060136273,DJUR.CO
DK0060137594,PRIMOF.CO
DK0060227585,CHR.CO
DK0060228559,False
DK0060252690,PNDORA.CO
DK0060257814,ZEAL.CO
DK0060299063,DAB.CO
DK0060336014,NZYM-B.CO
DK0060448595,COLO-B.CO
DK0060477263,ASTK.OL
DK0060477503,TOP.CO
DK0060485019,RBLN-B.CO
DK0060495240,SIM.CO
DK0060497295,MATAS.CO
DK0060520377,FYNBK.CO
DK0060520450,NAPA.OL
DK0060522746,FED.CO
DK0060534915,NOVO-B.CO
DK0060542181,ISS.CO
DK0060580512,NNIT.CO
DK0060634707,RBREW.CO
DK0060636678,TRYG.CO
DK0060655629,DFDS.CO
DK0060670776,SPKSJF.CO
DK0060696300,STG.CO
DK0060726743,TIV.CO
DK0060732980,CPHCAP-PREF.CO
DK0060733368,LAUR.ST
DK0060738599,DEMANT.CO
DK0060816148,CONFRZ.CO
DK0060817898,GREENM.CO
DK0060854669,RILBA.CO
DK0060868966,AAB.CO
DK0060907293,NLFSK.CO
DK0060910917,ORPHA.CO
DK0060915478,TCM.CO
DK0060945467,5PG.OL
DK0060946788,AMBU-B.CO
DK0060952240,BETCO.ST
DK0060952919,NETC.CO
DK0060989911,HYPE.CO
DK0061027356,SPG.CO
DK0061031036,ODICO.CO
DK0061031895,SCOL.ST
DK0061078425,STENO.CO
DK0061114246,SCAPE.CO
DK0061123312,FLUO.ST
DK0061135753,DRLCO.CO
DK0061141215,NTG.CO
DK0061152170,ROV.CO
DK0061155009,BLVIS-A.CO
DK0061155785,ASTRLS.CO
DK0061273125,SHAPE.CO
DK0061277894,EAC.CO
DK0061278355,WMA.CO
DK0061282464,JDAN.CO
DK0061283009,PENNEO.CO
DK0061295441,NRDF.CO
DK0061406618,AUDNTS.CO
DK0061407699,ALEFRM.CO
DK0061408580,DATA.CO
DK0061410487,False
DK0061411964,False
DK0061412772,CADLR.OL
DK0061412855,HUSCO.CO
DK0061414471,ACT.CO
DK0061414638,NOAP.OL
DK0061414711,EFUEL.OL
DK0061417144,NEXCOM.CO
DK0061417730,BACTIQ.CO
DK0061418977,VALUER.CO
DK0061531944,HYDRCT.CO
DK0061534377,RISMA.CO
DK0061535937,DIGIZ.CO
DK0061536828,IMPERO.CO
DK0061537206,TGAMES.CO
DK0061539921,VWS.CO
DK0061540341,GREENH.CO
DK0061540770,DONKEY.CO
DK0061549052,MAPS.CO
DK0061550811,LINKFI.ST
DK0061551033,SAME.CO
DK0061552437,COPY.CO
DK0061553831,YOYO.CO
DK0061555109,AQP.CO
DK0061555539,MOVINN.CO
DK0061670205,BRAINP.CO
DK0061675006,SMSMED.CO
DK0061675279,HOVE.CO
DK0061676400,False
DK0061680436,RELE.CO
DK0061686714,False
DK0061802139,False
DK0061804697,False
DK0061804770,False
EE0000001105,TKM1T.TL
EE3100001751,SFG1T.TL
EE3100003443,TPD1T.TL
EE3100004250,HAE1T.TL
EE3100004466,TAL1T.TL
EE3100006040,PKG1T.TL
EE3100016965,EEG1T.TL
EE3100021635,TSM1T.TL
EE3100026436,TVE1T.TL
EE3100034653,ARC1T.TL
EE3100039496,NCN1T.TL
EE3100063686,False
EE3100073644,LHV1T.TL
EE3100075888,EE3100075888.SG
EE3100098328,MRK1T.TL
EE3100101031,PRF1T.TL
EE3100145616,BLT1T.TL
EE3808004461,False
EGS48031C016,EGS48031C016.CA
ES0100081035,S0001.MC
ES0101382036,S0003.MC
ES0105000030,S0004.MC
ES0105015012,LRE.MC
ES0105020004,False
ES0105022000,APPS.MC
ES0105025003,MRL.MC
ES0105027009,LOG.MC
ES0105029005,FACE.MC
ES0105030003,YMEI.MC
ES0105042008,False
ES0105043006,NTH.MC
ES0105046009,AENA.MC
ES0105049003,False
ES0105059002,False
ES0105062022,NBI.MC
ES0105065009,TLGO.MC
ES0105066007,CLNX.MC
ES0105071007,YFID.MC
ES0105076006,False
ES0105077004,YTRA.MC
ES0105079000,GRE.MC
ES0105080008,False
ES0105083002,False
ES0105089009,LLN.MC
ES0105091005,False
ES0105093001,GIGA.MC
ES0105098000,YABA.MC
ES0105102000,AGIL.MC
ES0105111001,False
ES0105118006,ALQP.PA
ES0105120002,False
ES0105121000,CLR.MC
ES0105122024,MVC.MC
ES0105130001,ES0105130001.SG
ES0105134011,False
ES0105139002,YVIT.MC
ES0105148003,ATRY.MC
ES0105150009,False
ES0105152005,CLE.MC
ES0105153003,False
ES0105174009,False
ES0105175006,False
ES0105178000,False
ES0105191037,S0013.MC
ES0105195004,YGGC.MC
ES0105196002,YVBA.MC
ES0105200002,False
ES0105200416,False
ES0105202032,S0015.MC
ES0105204038,S0017.MC
ES0105210019,False
ES0105212007,YGRE.MC
ES0105219002,YOVA.MC
ES0105221008,PANG.MC
ES0105223004,GEST.MC
ES0105224002,YORE.MC
ES0105225009,RBT.MC
ES0105226007,False
ES0105227013,ELZ.MC
ES0105229001,CASH.MC
ES0105232039,S0019.MC
ES0105236006,False
ES0105251005,HOME.MC
ES0105265005,False
ES0105270005,NTX.MC
ES0105271011,BAIN.MC
ES0105272001,YAML.MC
ES0105273009,YGOP.MC
ES0105281002,False
ES0105281002,YEIS.MC
ES0105282000,False
ES0105283008,DOMO.MC
ES0105284006,False
ES0105287009,AEDAS.MC
ES0105290003,YGCS.MC
ES0105293007,GRN.MC
ES0105294005,False
ES0105311031,S0023.MC
ES0105313003,YMRE.MC
ES0105314001,False
ES0105317004,False
ES0105318002,YATO.MC
ES0105323002,False
ES0105325007,False
ES0105330007,False
ES0105333001,False
ES0105344016,TR1.MC
ES0105356002,YVRS.MC
ES0105357000,YQPQ.MC
ES0105360004,YCPS.MC
ES0105362000,False
ES0105366001,ALQ.MC
ES0105367009,False
ES0105372009,False
ES0105373007,False
ES0105375002,EAT.WA
ES0105376000,ARM.MC
ES0105384004,False
ES0105389003,False
ES0105391009,YPARK.MC
ES0105392007,False
ES0105399002,False
ES0105400008,PRO.MC
ES0105405007,YADR.MC
ES0105407003,YMHRE.MC
ES0105409009,YPER.MC
ES0105413001,False
ES0105414009,False
ES0105415006,False
ES0105416004,YINB4.MC
ES0105417002,False
ES0105421004,YTRI.MC
ES0105425005,KOM.MC
ES0105429007,YTRM.MC
ES0105432001,YLFG.MC
ES0105434007,YMAN.MC
ES0105436002,False
ES0105445003,False
ES0105447009,False
ES0105448007,YADV.MC
ES0105449005,IZER.MC
ES0105456026,HLZ.MC
ES0105463006,ES0105463006.SG
ES0105465001,YHCR.MC
ES0105473005,False
ES0105475000,False
ES0105478004,False
ES0105479002,MLINT.PA
ES0105482006,False
ES0105485017,False
ES0105486007,False
ES0105490009,False
ES0105492005,False
ES0105495008,YAI1.MC
ES0105498002,False
ES0105505004,False
ES0105507000,False
ES0105509006,480S.MC
ES0105511002,False
ES0105513008,SOL.MC
ES0105517009,EIDF.MC
ES0105521001,ART.MC
ES0105534004,False
ES0105536009,MLKTS.LS
ES0105537007,False
ES0105546008,LDA.MC
ES0105548004,ENER.MC
ES0105550000,False
ES0105551008,False
ES0105553004,False
ES0105556007,False
ES0105557005,YINB7.MC
ES0105558003,YINB8.MC
ES0105559001,False
ES0105561007,ES0105561007.SG
ES0105563003,ES0105563003.SG
ES0105568002,MIO.MC
ES0105569000,YSIL.MC
ES0105586004,False
ES0105588000,AMEN.MC
ES0105589008,END.MC
ES0105590006,False
ES0105591004,LLYC.MC
ES0105592002,False
ES0105596037,S0026.MC
ES0105601001,False
ES0105602009,MONI.MC
ES0105606000,CITY.MC
ES0105611000,SNG.MC
ES0105612008,False
ES0105618005,False
ES0105621009,SPH.MC
ES0105623005,False
ES0105630315,CIE.MC
ES0105634002,ENRS.MC
ES0105636007,False
ES0105639001,False
ES0105650008,False
ES0105651006,False
ES0105781035,S0028.MC
ES0105786034,S0029.MC
ES0105822037,S0032.MC
ES0105833034,S0035.MC
ES0105834032,S0036.MC
ES0105861035,S0037.MC
ES0105862009,0P0000Z3LY.F
ES0105896031,S0040.MC
ES0105927034,S0041.MC
ES0105935037,S0042.MC
ES0105958039,S0044.MC
ES0105995031,S0047.MC
ES0106000013,ADZ.MC
ES0106003033,S0050.MC
ES0106013032,S3478.MC
ES0106087002,S4194.MC
ES0106098009,0P0000SR5D.F
ES0106101035,S0053.MC
ES0106135033,S0056.MC
ES0106191036,S0059.MC
ES0106571039,S0064.MC
ES0107261036,S0066.MC
ES0107291033,S0067.MC
ES0107390033,S0070.MC
ES0107495006,S3699.MC
ES0107567002,0P00015T6K.F
ES0107573034,S0079.MC
ES0107587034,S0082.MC
ES0107631030,S0084.MC
ES0107642003,0P00013K4O.F
ES0107671036,S0089.MC
ES0107705008,S4054.MC
ES0107721039,S0095.MC
ES0107889034,S0100.MC
ES0107927032,S0101.MC
ES0107957005,0P00017KGR.F
ES0107986038,S0108.MC
ES0108001035,S0109.MC
ES0108002033,S3122.MC
ES0108004005,0P000168O6.F
ES0108015035,S0112.MC
ES0108023039,S3151.MC
ES0108024003,S3738.MC
ES0108162001,False
ES0108229032,S0123.MC
ES0108351034,S0126.MC
ES0108382039,S3231.MC
ES0108397037,S0129.MC
ES0108522030,S0131.MC
ES0108524002,S3866.MC
ES0108636004,S4147.MC
ES0108641004,0P00014O3Y.F
ES0108824030,S0134.MC
ES0108826035,S0135.MC
ES0108831035,S0137.MC
ES0108853039,S0143.MC
ES0108856032,S3506.MC
ES0108906035,S0145.MC
ES0108942030,S0147.MC
ES0109066037,S0150.MC
ES0109067019,AMS.MC
ES0109136038,S0151.MC
ES0109137036,S0152.MC
ES0109138034,S3295.MC
ES0109147035,S0153.MC
ES0109152035,S0156.MC
ES0109153033,S0157.MC
ES0109201030,S0160.MC
ES0109208035,S0161.MC
ES0109253031,S0167.MC
ES0109260531,AMP.MC
ES0109262032,S0169.MC
ES0109265035,S3494.MC
ES0109291031,S0174.MC
ES0109297038,S3255.MC
ES0109318032,S0176.MC
ES0109329039,S0182.MC
ES0109332033,S0184.MC
ES0109336034,S0186.MC
ES0109347031,S0188.MC
ES0109427734,A3M.MC
ES0109428039,S0194.MC
ES0109429037,ALISP.PA
ES0109455032,S0195.MC
ES0109571036,S0199.MC
ES0109572000,S3998.MC
ES0109642035,S0203.MC
ES0109653032,S0207.MC
ES0109833006,S3703.MC
ES0109851032,S0212.MC
ES0109872038,S0217.MC
ES0109921033,S0218.MC
ES0109926008,0P00014G88.F
ES0109950032,S0224.MC
ES0109952038,S0226.MC
ES0109953036,S0227.MC
ES0109991036,S0229.MC
ES0110043033,S0234.MC
ES0110047919,OLE.MC
ES0110151034,S0243.MC
ES0110189034,S0244.MC
ES0110203009,S3815.MC
ES0110206036,S0248.MC
ES0110222033,S3207.MC
ES0110223031,S3427.MC
ES0110231034,S0254.MC
ES0110239037,S3240.MC
ES0110241009,S3709.MC
ES0110381037,S0260.MC
ES0110406032,S0262.MC
ES0110471036,S0263.MC
ES0110481035,S0265.MC
ES0110484005,SL023.MC
ES0110508035,S0270.MC
ES0110509033,S0271.MC
ES0110512037,S0272.MC
ES0110513035,S0273.MC
ES0110544030,S3363.MC
ES0110625037,S0274.MC
ES0110901032,S3388.MC
ES0110928035,S0277.MC
ES0110941038,S0278.MC
ES0111066033,S0285.MC
ES0111169001,S4133.MC
ES0111286037,S0295.MC
ES0111291037,S3170.MC
ES0111847036,False
ES0112256005,S3841.MC
ES0112296035,S0300.MC
ES0112320009,COM.MC
ES0112346038,S0303.MC
ES0112366036,S0304.MC
ES0112367034,S0305.MC
ES0112395035,S0308.MC
ES0112458312,AZK.MC
ES0112466034,S3471.MC
ES0112473030,S0310.MC
ES0112501012,EBRO.MC
ES0112687035,S3256.MC
ES0112731031,S0312.MC
ES0112818036,S0317.MC
ES0112824034,S0318.MC
ES0112866035,S3174.MC
ES0112869039,S0326.MC
ES0112881034,S0327.MC
ES0112938032,S0328.MC
ES0113113007,0P000163H6.F
ES0113189031,S0332.MC
ES0113190039,S0333.MC
ES0113211835,BBVA.MC
ES0113312005,ALC.MC
ES0113679I37,BKT.MC
ES0113751038,S3489.MC
ES0113853032,S0340.MC
ES0113860A34,SAB.MC
ES0113900J37,SAN.MC
ES0113937009,S4110.MC
ES0113968038,S0343.MC
ES0114012034,S0344.MC
ES0114093034,S0349.MC
ES0114101035,S0350.MC
ES0114171038,S0354.MC
ES0114231030,S0363.MC
ES0114242037,S0365.MC
ES0114297015,False
ES0114354006,SL011.MC
ES0114355003,S4168.MC
ES0114400007,False
ES0114493036,S0381.MC
ES0114494034,S0382.MC
ES0114495007,S3675.MC
ES0114521034,S0384.MC
ES0114526009,S4195.MC
ES0114559034,S3266.MC
ES0114576038,S0388.MC
ES0114577036,S0389.MC
ES0114584032,S3305.MC
ES0114681036,S0398.MC
ES0114704036,S3463.MC
ES0114711031,S0400.MC
ES0114807037,S0407.MC
ES0114808035,S0408.MC
ES0114816038,S0409.MC
ES0114820113,VOC.MC
ES0114896030,S0415.MC
ES0115002018,RIO.MC
ES0115031033,S0421.MC
ES0115044036,S0426.MC
ES0115052039,S0428.MC
ES0115074033,S0435.MC
ES0115095038,S0442.MC
ES0115101034,S0444.MC
ES0115103030,S0446.MC
ES0115113039,S0448.MC
ES0115115000,S3605.MC
ES0115132039,S0449.MC
ES0115133037,S0450.MC
ES0115149033,FL001.MC
ES0115151039,S0453.MC
ES0115167035,S0456.MC
ES0115169031,S0457.MC
ES0115177034,S0458.MC
ES0115182034,S0460.MC
ES0115183032,S0461.MC
ES0115207039,S0470.MC
ES0115246037,S0473.MC
ES0115274039,S0476.MC
ES0115275036,S0477.MC
ES0115283030,S0479.MC
ES0115331037,S0484.MC
ES0115435002,0P0000ZJVL.F
ES0115528038,S0490.MC
ES0115542039,S3317.MC
ES0115562037,S0492.MC
ES0115659031,S0496.MC
ES0115751036,S0499.MC
ES0115852032,S0503.MC
ES0115885032,S0506.MC
ES0115886030,S0507.MC
ES0115982037,S0520.MC
ES0115987036,S0524.MC
ES0116004039,S0526.MC
ES0116012032,S0527.MC
ES0116146038,S0531.MC
ES0116147036,S3274.MC
ES0116234032,S0538.MC
ES0116292030,S0539.MC
ES0116293038,S0540.MC
ES0116294036,S0541.MC
ES0116333032,S0544.MC
ES0116351034,S0545.MC
ES0116353030,S0546.MC
ES0116355035,S3442.MC
ES0116367030,S0551.MC
ES0116381031,S0553.MC
ES0116382039,S0554.MC
ES0116383037,S0555.MC
ES0116385032,S3472.MC
ES0116394034,S0560.MC
ES0116399033,S0562.MC
ES0116403033,S0566.MC
ES0116413032,S0567.MC
ES0116417033,S0571.MC
ES0116433030,S0579.MC
ES0116453038,S0581.MC
ES0116457039,S0583.MC
ES0116494016,MTB.MC
ES0116686009,0P0000YVMW.F
ES0116732001,0P00014AAF.F
ES0116757032,S0602.MC
ES0116793037,S3511.MC
ES0116797038,S0606.MC
ES0116814007,0P00017M6X.F
ES0116844038,S0613.MC
ES0116870314,NTGY.MC
ES0117103038,S3465.MC
ES0117157034,S0624.MC
ES0117160111,ALB.MC
ES0117179038,S0627.MC
ES0117360117,False
ES0117627036,S0631.MC
ES0118068032,S0636.MC
ES0118479007,S3721.MC
ES0118489030,S0640.MC
ES0118491036,S0641.MC
ES0118492034,S0642.MC
ES0118504036,S3338.MC
ES0118565037,S0643.MC
ES0118566001,S3692.MC
ES0118575002,S4089.MC
ES0118594417,IDR.MC
ES0118636002,0P00014JDE.F
ES0118794009,S4016.MC
ES0118871039,S3355.MC
ES0118900010,FER.MC
ES0118906033,S0652.MC
ES0118971037,S0656.MC
ES0119001032,S0658.MC
ES0119037010,CBAV.MC
ES0119067009,S3950.MC
ES0119205005,0P00018P2E.F
ES0119212001,0P0000TDYJ.F
ES0119256032,False
ES0119257006,S3995.MC
ES0119351031,S0669.MC
ES0119401034,S0670.MC
ES0119556035,S3343.MC
ES0121071007,CMM.MC
ES0121359030,S0680.MC
ES0121975009,CAF.MC
ES0122060314,FCC.MC
ES0122141031,S3131.MC
ES0123032031,S0683.MC
ES0123132039,S0685.MC
ES0123133037,S3377.MC
ES0123614036,S0689.MC
ES0123646038,S3434.MC
ES0123648034,S0690.MC
ES0123701031,S0691.MC
ES0123986038,S0692.MC
ES0124011034,S0694.MC
ES0124136039,S0696.MC
ES0124138035,S0697.MC
ES0124243033,S0701.MC
ES0124244E34,MAP.MC
ES0124312002,0P00014AAG.F
ES0124361009,S3886.MC
ES0124466030,S0706.MC
ES0124509037,S0710.MC
ES0124549033,S0713.MC
ES0124663032,S0716.MC
ES0125111031,S0721.MC
ES0125140A14,ECR.MC
ES0125142036,S0725.MC
ES0125216038,S0729.MC
ES0125220311,ANA.MC
ES0125244006,0P00013K4M.F
ES0125268005,S3611.MC
ES0125293037,S3493.MC
ES0125421034,S0731.MC
ES0125475030,S3370.MC
ES0125537037,S0737.MC
ES0125548034,S0742.MC
ES0125567000,S4058.MC
ES0125585036,S0743.MC
ES0125644007,0P00017IVV.F
ES0125647034,S0749.MC
ES0125648032,S0750.MC
ES0125649030,S3196.MC
ES0125681009,S3810.MC
ES0125768038,S0758.MC
ES0125891038,S0762.MC
ES0126218033,S0770.MC
ES0126220005,S4167.MC
ES0126251018,False
ES0126501131,ALNT.MC
ES0126505033,S0788.MC
ES0126509035,S0790.MC
ES0126554031,S0793.MC
ES0126561036,S3327.MC
ES0126741000,S4108.MC
ES0126761032,S3461.MC
ES0126775032,DIA.MC
ES0126811035,S0797.MC
ES0126812033,S3330.MC
ES0126842030,S0800.MC
ES0126891037,S0801.MC
ES0126909037,S0803.MC
ES0126911033,S0805.MC
ES0126926031,S0808.MC
ES0126962069,NXT.MC
ES0127011031,S0816.MC
ES0127014035,S0819.MC
ES0127022038,S0820.MC
ES0127044008,S4175.MC
ES0127070110,False
ES0127074039,S0830.MC
ES0127076034,S0831.MC
ES0127092007,S3728.MC
ES0127096032,S0833.MC
ES0127105031,S0834.MC
ES0127232017,False
ES0127322032,S0844.MC
ES0127499004,0P00016K9R.F
ES0127499004,S4115.MC
ES0127797019,EDPR.LS
ES0127798033,S3551.MC
ES0128212034,S0850.MC
ES0128312008,S3700.MC
ES0128332006,0P0000W9ZB.F
ES0128422039,S3147.MC
ES0128423003,S3834.MC
ES0128451038,S0851.MC
ES0128461037,S0852.MC
ES0128462035,S0853.MC
ES0128500032,S0857.MC
ES0128529031,S0860.MC
ES0128594001,S3631.MC
ES0129743318,ENO.MC
ES0130121033,S0861.MC
ES0130122031,S0862.MC
ES0130125034,S3402.MC
ES0130127006,0P00015Q8U.F
ES0130243035,S0866.MC
ES0130246038,S0868.MC
ES0130351036,S0869.MC
ES0130374004,0P0001534L.F
ES0130625512,ENC.MC
ES0130670112,ELE.MC
ES0130960018,ENG.MC
ES0131172001,YENT.MC
ES0131233035,S0880.MC
ES0131242002,S4009.MC
ES0131301030,S0884.MC
ES0131337034,S3238.MC
ES0131345037,S0889.MC
ES0131363030,S0890.MC
ES0131382030,S0892.MC
ES0131421036,S0895.MC
ES0131449037,S0900.MC
ES0131461032,S0901.MC
ES0131472039,S0903.MC
ES0131479034,S3452.MC
ES0131484034,S0905.MC
ES0131491039,S0908.MC
ES0131703003,SEC.MC
ES0132105018,ACX.MC
ES0132156037,S0911.MC
ES0132157035,S3428.MC
ES0132527039,S0915.MC
ES0132542038,S0919.MC
ES0132945017,TUB.MC
ES0132955008,CEV.MC
ES0133061038,S0920.MC
ES0133118036,S0922.MC
ES0133399008,0P0000VQG2.F
ES0133421000,EEP.MC
ES0133442030,S3425.MC
ES0133443004,False
ES0133472037,S0926.MC
ES0133477036,S0928.MC
ES0133482036,S0930.MC
ES0133491037,S0931.MC
ES0133492035,S0932.MC
ES0133497034,S0936.MC
ES0133500035,S0939.MC
ES0133521031,S0943.MC
ES0133537037,S0948.MC
ES0133538035,S0949.MC
ES0133564031,S3482.MC
ES0133758039,S0955.MC
ES0133882037,S0957.MC
ES0134501032,S0960.MC
ES0134611039,S0961.MC
ES0134684002,0P0000ZQKO.F
ES0134950F36,FAE.MC
ES0134951039,S3191.MC
ES0135403030,S0964.MC
ES0135404038,S0965.MC
ES0135963033,S3302.MC
ES0135964007,S3633.MC
ES0135971036,S0969.MC
ES0135991034,S0970.MC
ES0136013036,S0974.MC
ES0136025006,S3731.MC
ES0136052000,S3923.MC
ES0136084037,S0978.MC
ES0136085034,S3384.MC
ES0136226034,S0981.MC
ES0136287036,S0983.MC
ES0136289008,S4022.MC
ES0136463017,ADX.MC
ES0136471036,S0989.MC
ES0136790039,S0991.MC
ES0137386035,S0994.MC
ES0137393007,0P00012KT3.F
ES0137394005,S4111.MC
ES0137650018,FDR.MC
ES0137723039,S3288.MC
ES0137726032,S0999.MC
ES0137732030,S1003.MC
ES0137733038,S1004.MC
ES0137734036,S3436.MC
ES0137742039,S1005.MC
ES0137751030,S1007.MC
ES0137753036,S1008.MC
ES0137811032,S1011.MC
ES0137819035,S3563.MC
ES0137926038,S1012.MC
ES0137971034,S1015.MC
ES0137998A12,LIB.MC
ES0138005030,S1016.MC
ES0138034030,S1018.MC
ES0138041035,S1019.MC
ES0138111036,S1025.MC
ES0138112034,S1026.MC
ES0138141033,S1029.MC
ES0138152113,False
ES0138153038,S1030.MC
ES0138162039,S1036.MC
ES0138207032,S1049.MC
ES0138214038,S1050.MC
ES0138880036,S1064.MC
ES0138991015,False
ES0139140174,COL.MC
ES0139153003,0P0000Z57U.F
ES0139363008,SL024.MC
ES0139398038,S1076.MC
ES0139762001,S3707.MC
ES0139845038,S3202.MC
ES0140071038,S3188.MC
ES0140075005,S4008.MC
ES0140451032,S1083.MC
ES0140471030,S1084.MC
ES0140512031,S1086.MC
ES0140513005,0P00017HZD.F
ES0140609019,CABK.MC
ES0140635030,S1093.MC
ES0140644032,S1094.MC
ES0140648009,S3690.MC
ES0140697030,S1097.MC
ES0140786007,0P0000Z5ZK.F
ES0140801038,S1101.MC
ES0140833007,0P00014JDF.F
ES0141067035,S1118.MC
ES0141115008,0P0001731J.F
ES0141171035,S1123.MC
ES0141183030,S1125.MC
ES0141184038,S1126.MC
ES0141186033,S1128.MC
ES0141187007,0P0001535D.F
ES0141302036,S1132.MC
ES0141333007,S3637.MC
ES0141334005,S4050.MC
ES0141571192,ES0141571192.SG
ES0142096033,S1133.MC
ES0142264037,S1141.MC
ES0142337031,S3462.MC
ES0142406034,S1147.MC
ES0142494030,S3301.MC
ES0142511031,S1166.MC
ES0142556036,S1171.MC
ES0142563032,S1174.MC
ES0142592007,S3737.MC
ES0142602004,S4100.MC
ES0142951039,S1187.MC
ES0142984030,S1192.MC
ES0142985136,S1193.MC
ES0142986035,S1194.MC
ES0142987033,S1195.MC
ES0142989039,S1197.MC
ES0143067033,S1199.MC
ES0143276030,S1200.MC
ES0143278036,S1202.MC
ES0143282038,S1203.MC
ES0143328005,GRI.MC
ES0143402032,S3192.MC
ES0143406033,S1212.MC
ES0143407031,S1213.MC
ES0143411033,S1214.MC
ES0143416115,SGRE.MC
ES0143421073,ISE.MC
ES0143444034,S1218.MC
ES0143491035,S1221.MC
ES0143492009,S4183.MC
ES0143523001,S4023.MC
ES0143539031,S1227.MC
ES0143541037,S1228.MC
ES0143591032,S1229.MC
ES0143602003,S3975.MC
ES0143621003,0P0000V011.F
ES0143667030,S1234.MC
ES0143678037,S1240.MC
ES0143701037,S1243.MC
ES0143895037,S1245.MC
ES0143963033,S1250.MC
ES0144041037,S1254.MC
ES0144071000,S3732.MC
ES0144111038,S1257.MC
ES0144151034,S1262.MC
ES0144171032,S1263.MC
ES0144172006,S3618.MC
ES0144241033,S1266.MC
ES0144411032,S1268.MC
ES0144580Y14,IBE.MC
ES0144821032,S1271.MC
ES0145071033,S1272.MC
ES0145701001,S3733.MC
ES0145787034,S1275.MC
ES0145842037,S1285.MC
ES0145844033,S1287.MC
ES0145845030,S3283.MC
ES0145878007,0P0000UP7O.F
ES0145878007,S3609.MC
ES0145879005,S3640.MC
ES0146181039,S1289.MC
ES0146224037,S3142.MC
ES0146261039,S1291.MC
ES0146262037,S1292.MC
ES0146741006,0P00012IE6.F
ES0146753001,S3878.MC
ES0146761038,S1298.MC
ES0146771003,S3603.MC
ES0147261004,0P00017EQG.F
ES0147269007,S4002.MC
ES0147354007,S3762.MC
ES0147355004,0P00016GDZ.F
ES0147561015,IBG.MC
ES0147562039,S1302.MC
ES0147578035,S1304.MC
ES0147586038,S1306.MC
ES0147596037,S3160.MC
ES0147601035,S1312.MC
ES0147782033,S1313.MC
ES0147791018,False
ES0147792008,S3711.MC
ES0148031034,S1319.MC
ES0148214036,S1328.MC
ES0148396007,ITX.MC
ES0149042030,S1335.MC
ES0150480111,NYE.MC
ES0151965003,0P00016E0O.F
ES0152172039,S1341.MC
ES0152287035,S1345.MC
ES0152503035,TL5.MC
ES0152711034,S1351.MC
ES0152721033,S1354.MC
ES0152768612,AI.MC
ES0152778033,S1359.MC
ES0152960045,False
ES0153021037,S1369.MC
ES0153293032,S1370.MC
ES0153535036,S1371.MC
ES0154976031,S3394.MC
ES0154983037,S3356.MC
ES0155000039,S1374.MC
ES0155017009,S3606.MC
ES0155027032,S1382.MC
